Athlete,Nationality,Score,Date,Venue,Place
Jacob KIPLIMO,UGA,1280,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jacob KIPLIMO,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Jacob KIPLIMO,UGA,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",6.
Jacob KIPLIMO,UGA,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",1.
Jacob KIPLIMO,UGA,1236,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",4.
Jacob KIPLIMO,UGA,1280,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",3.
Jacob KIPLIMO,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Jacob KIPLIMO,UGA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",4.
Jacob KIPLIMO,UGA,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",11.
Jacob KIPLIMO,UGA,,09 AUG 2017,"Olympic Stadium, London (GBR)",9.
Jacob KIPLIMO,UGA,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",1.
Jacob KIPLIMO,UGA,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",6.
Jacob KIPLIMO,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Jacob KIPLIMO,UGA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",4.
Jacob KIPLIMO,UGA,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",11.
Jacob KIPLIMO,UGA,,09 AUG 2017,"Olympic Stadium, London (GBR)",9.
Jacob KIPLIMO,UGA,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",1.
Jacob KIPLIMO,UGA,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",6.
Jacob KIPLIMO,UGA,1280,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jacob KIPLIMO,UGA,1280,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Jacob KIPLIMO,UGA,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",6.
Jacob KIPLIMO,UGA,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",1.
Jacob KIPLIMO,UGA,,,,
Jacob KIPLIMO,UGA,,,,
Selemon BAREGA,ETH,1273,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",
Selemon BAREGA,ETH,1241,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Selemon BAREGA,ETH,1133,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",
Selemon BAREGA,ETH,1226,06 JUL 2017,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Selemon BAREGA,ETH,1273,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",
Selemon BAREGA,ETH,1235,06 JUN 2019,"Stadio Olimpico, Roma (ITA)",
Selemon BAREGA,ETH,1250,08 SEP 2020,"Mestský Stadion, Ostrava (CZE)",
Selemon BAREGA,ETH,1201,12 MAY 2021,"Campo Sportivo Putti, Bergamo (ITA)",
Selemon BAREGA,ETH,1228,09 JUN 2022,"Stadio Olimpico, Roma (ITA)",
Selemon BAREGA,ETH,1231,31 AUG 2023,"Letzigrund, Zürich (SUI)",
Selemon BAREGA,ETH,1241,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Selemon BAREGA,ETH,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",2.
Selemon BAREGA,ETH,,12 AUG 2017,"Olympic Stadium, London (GBR)",5.
Selemon BAREGA,ETH,,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",1.
Selemon BAREGA,ETH,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1.
Selemon BAREGA,ETH,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",4.
Selemon BAREGA,ETH,,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",1.
Selemon BAREGA,ETH,,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",1.
Selemon BAREGA,ETH,,18 JUN 2022,"Stade Charléty, Paris (FRA)",1.
Selemon BAREGA,ETH,,10 JUN 2018,"Olympiastadion, Stockholm (SWE)",1.
Selemon BAREGA,ETH,,02 JUL 2017,Tlemcen (ALG),1.
Selemon BAREGA,ETH,1225,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",1.
Selemon BAREGA,ETH,1241,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",1.
Selemon BAREGA,ETH,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",12.
Selemon BAREGA,ETH,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",11.
Selemon BAREGA,ETH,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",2.
Selemon BAREGA,ETH,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",9.
Selemon BAREGA,ETH,,12 AUG 2017,"Olympic Stadium, London (GBR)",5.
Selemon BAREGA,ETH,,09 AUG 2017,"Olympic Stadium, London (GBR)",1.
Selemon BAREGA,ETH,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",4.
Selemon BAREGA,ETH,,02 JUL 2017,Tlemcen (ALG),1.
Selemon BAREGA,ETH,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1.
Selemon BAREGA,ETH,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",12.
Selemon BAREGA,ETH,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",11.
Selemon BAREGA,ETH,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",2.
Selemon BAREGA,ETH,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",9.
Selemon BAREGA,ETH,,12 AUG 2017,"Olympic Stadium, London (GBR)",5.
Selemon BAREGA,ETH,,09 AUG 2017,"Olympic Stadium, London (GBR)",1.
Selemon BAREGA,ETH,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",4.
Selemon BAREGA,ETH,,02 JUL 2017,Tlemcen (ALG),1.
Selemon BAREGA,ETH,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1.
Selemon BAREGA,ETH,1273,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",
Selemon BAREGA,ETH,1241,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",2.
Selemon BAREGA,ETH,,12 AUG 2017,"Olympic Stadium, London (GBR)",5.
Selemon BAREGA,ETH,,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",1.
Selemon BAREGA,ETH,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1.
Selemon BAREGA,ETH,,14 JUL 2018,"Ratinan Stadion, Tampere (FIN)",4.
Selemon BAREGA,ETH,,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",1.
Selemon BAREGA,ETH,,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",1.
Selemon BAREGA,ETH,,18 JUN 2022,"Stade Charléty, Paris (FRA)",1.
Selemon BAREGA,ETH,,10 JUN 2018,"Olympiastadion, Stockholm (SWE)",1.
Selemon BAREGA,ETH,,02 JUL 2017,Tlemcen (ALG),1.
Selemon BAREGA,ETH,,,,
Selemon BAREGA,ETH,,,,
Grant FISHER,USA,1258,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1102,10 JUN 2016,"Eugene, OR (USA)",
Grant FISHER,USA,1075,21 APR 2017,"Palo Alto, CA (USA)",
Grant FISHER,USA,1095,24 JUN 2018,"Drake Stadium, Des Moines, IA (USA)",
Grant FISHER,USA,1105,09 JUL 2019,"Azusa, CA (USA)",
Grant FISHER,USA,1167,30 JUN 2020,"Jesuit High School Track, Portland, OR (USA)",
Grant FISHER,USA,1200,06 MAR 2021,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",
Grant FISHER,USA,1258,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Grant FISHER,USA,1230,31 AUG 2023,"Letzigrund, Zürich (SUI)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1287,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",6.
Grant FISHER,USA,,30 JUN 2024,"Hayward Field, Eugene, OR (USA)",1.
Grant FISHER,USA,,26 JUN 2022,"Hayward Field, Eugene, OR (USA)",1.
Grant FISHER,USA,,09 JUN 2017,"Eugene, OR (USA)",1.
Grant FISHER,USA,1234,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",5.
Grant FISHER,USA,1120,27 JUN 2024,"Hayward Field, Eugene, OR (USA)",3.
Grant FISHER,USA,1177,30 JUN 2024,"Hayward Field, Eugene, OR (USA)",1.
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1.
Grant FISHER,USA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",9.
Grant FISHER,USA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",8.
Grant FISHER,USA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",6.
Grant FISHER,USA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",10.
Grant FISHER,USA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",9.
Grant FISHER,USA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",8.
Grant FISHER,USA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",6.
Grant FISHER,USA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",10.
Grant FISHER,USA,1258,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,1294,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",6.
Grant FISHER,USA,,30 JUN 2024,"Hayward Field, Eugene, OR (USA)",1.
Grant FISHER,USA,,26 JUN 2022,"Hayward Field, Eugene, OR (USA)",1.
Grant FISHER,USA,,09 JUN 2017,"Eugene, OR (USA)",1.
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Grant FISHER,USA,,,,
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Luis GRIJALVA,GUA,1151,24 JAN 2020,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Luis GRIJALVA,GUA,1034,30 MAR 2018,"Palo Alto, CA (USA)",
Luis GRIJALVA,GUA,1077,02 MAY 2019,"Palo Alto, CA (USA)",
Luis GRIJALVA,GUA,1149,04 DEC 2020,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",
Luis GRIJALVA,GUA,1173,06 AUG 2021,"National Stadium, Tokyo (JPN)",
Luis GRIJALVA,GUA,1199,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Luis GRIJALVA,GUA,1236,02 JUN 2023,"Stadio Luigi Ridolfi, Firenze (ITA)",
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Luis GRIJALVA,GUA,866,01 DEC 2018,"Bozeman, MT (USA) (i)",
Luis GRIJALVA,GUA,1007,08 MAR 2019,"Birmingham, AL (USA) (i)",
Luis GRIJALVA,GUA,1151,24 JAN 2020,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Luis GRIJALVA,GUA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",4.
Luis GRIJALVA,GUA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",4.
Luis GRIJALVA,GUA,1133,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",2.
Luis GRIJALVA,GUA,1150,11 MAY 2024,"Jack Kemp Stadium, Los Angeles, CA (USA)",1.
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",6.
Luis GRIJALVA,GUA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",12.
Luis GRIJALVA,GUA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",10.
Luis GRIJALVA,GUA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",4.
Luis GRIJALVA,GUA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",1.
Luis GRIJALVA,GUA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",4.
Luis GRIJALVA,GUA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",3.
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Luis GRIJALVA,GUA,1151,24 JAN 2020,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Luis GRIJALVA,GUA,1244,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",4.
Luis GRIJALVA,GUA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",4.
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,,,
Luis GRIJALVA,GUA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",12.
Luis GRIJALVA,GUA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",10.
Luis GRIJALVA,GUA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",4.
Luis GRIJALVA,GUA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",1.
Luis GRIJALVA,GUA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",4.
Luis GRIJALVA,GUA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",3.
Joshua CHEPTEGEI,UGA,1302,14 AUG 2020,"Stade Louis II, Monaco (MON)",
Joshua CHEPTEGEI,UGA,1239,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Joshua CHEPTEGEI,UGA,1092,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",
Joshua CHEPTEGEI,UGA,1107,17 JUL 2015,Kampala (UGA),
Joshua CHEPTEGEI,UGA,1207,14 MAY 2016,"Shanghai Stadium, Shanghai (CHN)",
Joshua CHEPTEGEI,UGA,1210,06 JUL 2017,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Joshua CHEPTEGEI,UGA,1030,08 APR 2018,Gold Coast (AUS),
Joshua CHEPTEGEI,UGA,1219,29 AUG 2019,"Letzigrund, Zürich (SUI)",
Joshua CHEPTEGEI,UGA,1302,14 AUG 2020,"Stade Louis II, Monaco (MON)",
Joshua CHEPTEGEI,UGA,1229,10 JUN 2021,"Stadio Luigi Ridolfi, Firenze (ITA)",
Joshua CHEPTEGEI,UGA,1217,27 MAY 2022,"Hayward Field, Eugene, OR (USA)",
Joshua CHEPTEGEI,UGA,1278,30 JUN 2023,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Joshua CHEPTEGEI,UGA,1239,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Joshua CHEPTEGEI,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",1.
Joshua CHEPTEGEI,UGA,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",8.
Joshua CHEPTEGEI,UGA,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",4.
Joshua CHEPTEGEI,UGA,,29 AUG 2019,"Letzigrund, Zürich (SUI)",1.
Joshua CHEPTEGEI,UGA,,27 MAY 2022,"Hayward Field, Eugene, OR (USA)",1.
Joshua CHEPTEGEI,UGA,,14 AUG 2020,"Stade Louis II, Monaco (MON)",1.
Joshua CHEPTEGEI,UGA,,08 APR 2018,Gold Coast (AUS),1.
Joshua CHEPTEGEI,UGA,,12 JUL 2014,Kampala (UGA),1.
Joshua CHEPTEGEI,UGA,,07 JUL 2016,Kampala (UGA),1.
Joshua CHEPTEGEI,UGA,1238,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",3.
Joshua CHEPTEGEI,UGA,1239,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",9.
Joshua CHEPTEGEI,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",1.
Joshua CHEPTEGEI,UGA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Joshua CHEPTEGEI,UGA,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",8.
Joshua CHEPTEGEI,UGA,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Joshua CHEPTEGEI,UGA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",
Joshua CHEPTEGEI,UGA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",9.
Joshua CHEPTEGEI,UGA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",12.
Joshua CHEPTEGEI,UGA,,08 APR 2018,Gold Coast (AUS),1.
Joshua CHEPTEGEI,UGA,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",4.
Joshua CHEPTEGEI,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",1.
Joshua CHEPTEGEI,UGA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",5.
Joshua CHEPTEGEI,UGA,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",8.
Joshua CHEPTEGEI,UGA,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Joshua CHEPTEGEI,UGA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",
Joshua CHEPTEGEI,UGA,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",9.
Joshua CHEPTEGEI,UGA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",12.
Joshua CHEPTEGEI,UGA,,08 APR 2018,Gold Coast (AUS),1.
Joshua CHEPTEGEI,UGA,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",4.
Joshua CHEPTEGEI,UGA,1302,14 AUG 2020,"Stade Louis II, Monaco (MON)",
Joshua CHEPTEGEI,UGA,1239,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",1.
Joshua CHEPTEGEI,UGA,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",8.
Joshua CHEPTEGEI,UGA,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",4.
Joshua CHEPTEGEI,UGA,,29 AUG 2019,"Letzigrund, Zürich (SUI)",1.
Joshua CHEPTEGEI,UGA,,27 MAY 2022,"Hayward Field, Eugene, OR (USA)",1.
Joshua CHEPTEGEI,UGA,,14 AUG 2020,"Stade Louis II, Monaco (MON)",1.
Joshua CHEPTEGEI,UGA,,08 APR 2018,Gold Coast (AUS),1.
Joshua CHEPTEGEI,UGA,,12 JUL 2014,Kampala (UGA),1.
Joshua CHEPTEGEI,UGA,,07 JUL 2016,Kampala (UGA),1.
Joshua CHEPTEGEI,UGA,,,,
Joshua CHEPTEGEI,UGA,,,,
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Dominic Lokinyomo LOBALU,SUI,990,16 JUN 2020,"Meierwiesen Stadion, Wetzikon (SUI)",
Dominic Lokinyomo LOBALU,SUI,1088,29 JUN 2021,"Stadion Allmend, Luzern (SUI)",
Dominic Lokinyomo LOBALU,SUI,1239,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Dominic Lokinyomo LOBALU,SUI,1184,31 AUG 2023,"Letzigrund, Zürich (SUI)",
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Dominic Lokinyomo LOBALU,SUI,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",3.
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",7.
Dominic Lokinyomo LOBALU,SUI,1132,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",3.
Dominic Lokinyomo LOBALU,SUI,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",3.
Dominic Lokinyomo LOBALU,SUI,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",3.
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Dominic Lokinyomo LOBALU,SUI,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",3.
Dominic Lokinyomo LOBALU,SUI,,,,
Dominic Lokinyomo LOBALU,SUI,,,,
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Biniam MEHARY,ETH,1223,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",2.
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",6.
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Biniam MEHARY,ETH,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Biniam MEHARY,ETH,,,,
Biniam MEHARY,ETH,,,,
Biniam MEHARY,ETH,,,,
Thierry NDIKUMWENAYO,ESP,1254,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Thierry NDIKUMWENAYO,ESP,1254,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Thierry NDIKUMWENAYO,ESP,1111,17 SEP 2015,Brazzaville (CGO),
Thierry NDIKUMWENAYO,ESP,1115,26 JUN 2016,Durban (RSA),
Thierry NDIKUMWENAYO,ESP,1118,18 JUL 2017,Bellinzona (SUI),
Thierry NDIKUMWENAYO,ESP,1074,27 MAY 2018,Birmingham (GBR),
Thierry NDIKUMWENAYO,ESP,1086,20 JUL 2019,Heusden-Zolder (BEL),
Thierry NDIKUMWENAYO,ESP,1113,24 AUG 2020,Castellón (ESP),
Thierry NDIKUMWENAYO,ESP,1119,03 JUN 2021,"Estadio Iberoamericano, Huelva (ESP)",
Thierry NDIKUMWENAYO,ESP,1212,09 JUN 2022,"Stadio Olimpico, Roma (ITA)",
Thierry NDIKUMWENAYO,ESP,1226,21 JUL 2023,"Stade Louis II, Monaco (MON)",
Thierry NDIKUMWENAYO,ESP,1254,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Thierry NDIKUMWENAYO,ESP,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",5.
Thierry NDIKUMWENAYO,ESP,,26 JUN 2016,Durban (RSA),7.
Thierry NDIKUMWENAYO,ESP,,25 JUN 2023,"Stadion Śląski, Chorzów (POL)",1.
Thierry NDIKUMWENAYO,ESP,,28 JUN 2024,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",1.
Thierry NDIKUMWENAYO,ESP,1254,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",4.
Thierry NDIKUMWENAYO,ESP,1126,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",5.
Thierry NDIKUMWENAYO,ESP,1134,28 JUN 2024,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",1.
Thierry NDIKUMWENAYO,ESP,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",17.
Thierry NDIKUMWENAYO,ESP,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",5.
Thierry NDIKUMWENAYO,ESP,,26 JUN 2016,Durban (RSA),7.
Thierry NDIKUMWENAYO,ESP,,17 SEP 2015,Brazzaville (CGO),9.
Thierry NDIKUMWENAYO,ESP,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",
Thierry NDIKUMWENAYO,ESP,,08 MAR 2015,Addis Abeba (ETH),7.
Thierry NDIKUMWENAYO,ESP,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",17.
Thierry NDIKUMWENAYO,ESP,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",5.
Thierry NDIKUMWENAYO,ESP,,26 JUN 2016,Durban (RSA),7.
